field,G intensity,a.u.
  3019.0	  2707
  3019.1	  2713
  3019.2	  2715
  3019.3	  2716
  3019.4	  2719
  3019.5	  2722
  3019.6	  2724
  3019.7	  2724
  3019.8	  2721
  3019.9	  2721
  3020.0	  2722
  3020.1	  2718
  3020.2	  2716
  3020.3	  2716
  3020.4	  2714
  3020.5	  2716
  3020.6	  2718
  3020.7	  2719
  3020.8	  2720
  3020.9	  2717
  3021.0	  2714
  3021.1	  2713
  3021.2	  2710
  3021.3	  2710
  3021.4	  2712
  3021.5	  2713
  3021.6	  2715
  3021.7	  2713
  3021.8	  2710
  3021.9	  2713
  3022.0	  2710
  3022.1	  2709
  3022.2	  2711
  3022.3	  2712
  3022.4	  2711
  3022.5	  2712
  3022.6	  2714
  3022.7	  2717
  3022.8	  2720
  3022.9	  2721
 3023.01	  2718
 3023.11	  2715
 3023.21	  2716
 3023.31	  2719
 3023.41	  2717
 3023.51	  2716
 3023.61	  2708
 3023.71	  2702
 3023.81	  2695
 3023.91	  2693
 3024.01	  2690
 3024.11	  2691
 3024.21	  2694
 3024.31	  2700
 3024.41	  2705
 3024.51	  2708
 3024.61	  2713
 3024.71	  2715
 3024.81	  2717
 3024.91	  2720
 3025.01	  2719
 3025.11	  2722
 3025.21	  2724
 3025.31	  2719
 3025.41	  2716
 3025.51	  2714
 3025.61	  2713
 3025.71	  2712
 3025.81	  2712
 3025.91	  2711
 3026.01	  2710
 3026.11	  2708
 3026.21	  2709
 3026.31	  2709
 3026.41	  2708
 3026.51	  2712
 3026.61	  2714
 3026.71	  2712
 3026.81	  2713
 3026.91	  2715
 3027.01	  2714
 3027.11	  2715
 3027.21	  2715
 3027.31	  2714
 3027.41	  2714
 3027.51	  2714
 3027.61	  2718
 3027.71	  2720
 3027.81	  2720
 3027.91	  2719
 3028.01	  2716
 3028.11	  2715
 3028.21	  2718
 3028.31	  2714
 3028.41	  2714
 3028.51	  2720
 3028.61	  2723
 3028.71	  2724
 3028.81	  2725
 3028.91	  2727
 3029.01	  2729
 3029.11	  2730
 3029.21	  2727
 3029.31	  2727
 3029.41	  2720
 3029.51	  2718
 3029.61	  2713
 3029.71	  2705
 3029.81	  2705
 3029.91	  2703
 3030.01	  2697
 3030.11	  2694
 3030.21	  2692
 3030.31	  2695
 3030.41	  2697
 3030.51	  2698
 3030.61	  2699
 3030.71	  2702
 3030.81	  2704
 3030.91	  2708
 3031.02	  2710
 3031.12	  2711
 3031.22	  2714
 3031.32	  2713
 3031.42	  2711
 3031.52	  2713
 3031.62	  2710
 3031.72	  2706
 3031.82	  2704
 3031.92	  2706
 3032.02	  2706
 3032.12	  2705
 3032.22	  2702
 3032.32	  2702
 3032.42	  2700
 3032.52	  2698
 3032.62	  2696
 3032.72	  2696
 3032.82	  2697
 3032.92	  2700
 3033.02	  2700
 3033.12	  2700
 3033.22	  2700
 3033.32	  2698
 3033.42	  2698
 3033.52	  2697
 3033.62	  2696
 3033.72	  2694
 3033.82	  2691
 3033.92	  2689
 3034.02	  2688
 3034.12	  2688
 3034.22	  2692
 3034.32	  2694
 3034.42	  2693
 3034.52	  2693
 3034.62	  2694
 3034.72	  2693
 3034.82	  2694
 3034.92	  2695
 3035.02	  2696
 3035.12	  2697
 3035.22	  2699
 3035.32	  2702
 3035.42	  2706
 3035.52	  2711
 3035.62	  2714
 3035.72	  2714
 3035.82	  2715
 3035.92	  2716
 3036.02	  2714
 3036.12	  2717
 3036.22	  2713
 3036.32	  2711
 3036.42	  2710
 3036.52	  2707
 3036.62	  2703
 3036.72	  2700
 3036.82	  2698
 3036.92	  2701
 3037.02	  2703
 3037.12	  2704
 3037.22	  2704
 3037.32	  2701
 3037.42	  2693
 3037.52	  2686
 3037.62	  2681
 3037.72	  2684
 3037.82	  2689
 3037.92	  2689
 3038.02	  2693
 3038.12	  2697
 3038.22	  2701
 3038.32	  2704
 3038.42	  2705
 3038.52	  2701
 3038.62	  2699
 3038.72	  2696
 3038.82	  2696
 3038.92	  2697
 3039.03	  2695
 3039.13	  2696
 3039.23	  2694
 3039.33	  2692
 3039.43	  2694
 3039.53	  2691
 3039.63	  2689
 3039.73	  2688
 3039.83	  2691
 3039.93	  2693
 3040.03	  2697
 3040.13	  2700
 3040.23	  2700
 3040.33	  2701
 3040.43	  2701
 3040.53	  2700
 3040.63	  2697
 3040.73	  2697
 3040.83	  2700
 3040.93	  2693
 3041.03	  2695
 3041.13	  2701
 3041.23	  2701
 3041.33	  2699
 3041.43	  2698
 3041.53	  2700
 3041.63	  2699
 3041.73	  2703
 3041.83	  2705
 3041.93	  2706
 3042.03	  2709
 3042.13	  2709
 3042.23	  2703
 3042.33	  2695
 3042.43	  2696
 3042.53	  2699
 3042.63	  2698
 3042.73	  2701
 3042.83	  2699
 3042.93	  2697
 3043.03	  2696
 3043.13	  2696
 3043.23	  2699
 3043.33	  2697
 3043.43	  2692
 3043.53	  2688
 3043.63	  2684
 3043.73	  2684
 3043.83	  2688
 3043.93	  2686
 3044.03	  2687
 3044.13	  2692
 3044.23	  2696
 3044.33	  2702
 3044.43	  2708
 3044.53	  2711
 3044.63	  2713
 3044.73	  2710
 3044.83	  2707
 3044.93	  2706
 3045.03	  2705
 3045.13	  2705
 3045.23	  2701
 3045.33	  2693
 3045.43	  2691
 3045.53	  2689
 3045.63	  2684
 3045.73	  2680
 3045.83	  2679
 3045.93	  2681
 3046.03	  2682
 3046.13	  2686
 3046.23	  2689
 3046.33	  2689
 3046.43	  2689
 3046.53	  2688
 3046.63	  2686
 3046.73	  2683
