Wavelength Trans 
nm % 
480 36,9542168282362 
480,2 36,7924414443715 
480,4 36,7217155200235 
480,6 36,7070684181305 
480,8 36,5308009025911 
481 36,2434756041219 
481,2 35,9796400217007 
481,4 35,9140421371574 
481,6 35,8521091900914 
481,8 35,8103569880431 
482 35,536766320751 
482,2 35,4711096230106 
482,4 35,1331602521319 
482,6 34,8277684612171 
482,8 34,8051339013387 
483 34,8005851082824 
483,2 34,7366155795539 
483,4 34,2161372461603 
483,6 34,4556508180114 
483,8 34,24746668167 
484 34,3512457205851 
484,2 33,7090927296747 
484,4 33,7121698809732 
484,6 33,6233355775397 
484,8 33,4144165255337 
485 33,1761886566649 
485,2 33,3000006853233 
485,4 33,2451206548346 
485,6 33,0207150985319 
485,8 32,9830440099404 
486 32,6608739142951 
486,2 32,6720351335676 
486,4 32,6170869478001 
486,6 32,582266177501 
486,8 32,7802598211481 
487 32,0867554557462 
487,2 31,9000094247259 
487,4 31,8724680210281 
487,6 31,6182689461463 
487,8 31,2496895469129 
488 31,2157299232019 
488,2 31,8501140024489 
488,4 31,5162153603227 
488,6 31,1610313209892 
488,8 30,8945903217656 
488,999999999999 31,1295143027857 
489,199999999999 30,8320676556412 
489,399999999999 30,4472617520299 
489,599999999999 30,3660829169402 
489,799999999999 30,2734591721877 
489,999999999999 30,2801088298889 
490,199999999999 30,3839201380643 
490,399999999999 29,876305444406 
490,599999999999 29,5655479930735 
490,799999999999 29,8466960849597 
490,999999999999 29,6886246656855 
491,199999999999 29,2440144047324 
491,399999999999 29,3560928493784 
491,599999999999 29,2582891749082 
491,799999999999 29,2687670608428 
491,999999999999 29,0854358456842 
492,199999999999 28,8679100200181 
492,399999999999 28,7771197086505 
492,599999999999 28,7581157300845 
492,799999999999 28,6126015925333 
492,999999999999 28,2925065184373 
493,199999999999 28,0740667809388 
493,399999999999 28,1102875254609 
493,599999999999 28,207152500458 
493,799999999999 27,995348447391 
493,999999999999 27,8997557478346 
494,199999999999 27,7765720479441 
494,399999999999 27,5102504202545 
494,599999999999 27,6312081112679 
494,799999999999 27,2620374084475 
494,999999999999 27,257814378571 
495,199999999999 27,2660942889623 
495,399999999999 27,1670984469869 
495,599999999999 27,2111769080904 
495,799999999999 27,1816885105304 
495,999999999999 26,9732927707879 
496,199999999999 26,6693608885868 
496,399999999999 26,6643460642321 
496,599999999999 26,3695649456916 
496,799999999999 26,2482184341442 
496,999999999999 26,4093930176005 
497,199999999999 26,3040178161718 
497,399999999999 26,3223496432972 
497,599999999999 26,0464339608898 
497,799999999999 26,1354274018337 
497,999999999999 25,5346241390457 
498,199999999999 25,5566035651733 
498,399999999999 25,3978997957651 
498,599999999999 25,3953853382733 
498,799999999999 25,3942433933922 
498,999999999999 25,1860655388305 
499,199999999999 25,4768281421969 
499,399999999999 25,5122198959168 
499,599999999999 25,3424120761773 
499,799999999999 25,133387118526 
499,999999999999 24,6672116017235 
500,199999999999 24,6394266408284 
500,399999999999 24,5349930660856 
500,599999999999 24,7451052565775 
500,799999999999 24,7581499312883 
500,999999999999 24,8208708526717 
501,199999999999 24,5990219454678 
501,399999999999 24,5424130520203 
501,599999999999 24,0260246115549 
501,799999999999 23,9824560229393 
501,999999999999 23,9201273016347 
502,199999999999 23,7787987597373 
502,399999999999 24,2212506580696 
502,599999999999 23,8372622384181 
502,799999999999 23,8636829330987 
502,999999999999 24,1262685535625 
503,199999999999 23,7664625374614 
503,399999999999 23,6146241604082 
503,599999999999 23,1796399849657 
503,799999999999 23,1638461636118 
503,999999999999 23,8302071902764 
504,199999999999 23,1472262062281 
504,399999999999 23,155208457631 
504,599999999999 23,522110436367 
504,799999999999 23,2882731169953 
504,999999999999 23,7070253087516 
505,199999999999 23,622768293263 
505,399999999999 22,8738770521742 
505,599999999999 22,7468945469729 
505,799999999999 22,9697154833492 
505,999999999999 22,6897797830029 
506,199999999999 22,0750192001508 
506,399999999998 22,6581902223659 
506,599999999998 23,1637630366077 
506,799999999998 22,4005781501624 
506,999999999998 22,4965982704583 
507,199999999998 22,7875299535666 
507,399999999998 22,4713400148804 
507,599999999998 21,6082106891389 
507,799999999998 21,7253508407824 
507,999999999998 22,5937564802199 
508,199999999998 22,6379455763321 
508,399999999998 21,4076405189605 
508,599999999998 21,6900861858768 
508,799999999998 22,660030807198 
508,999999999998 22,6019988755322 
509,199999999998 20,8844889406446 
509,399999999998 20,9238809725323 
509,599999999998 21,7450308851839 
509,799999999998 22,3767468528782 
509,999999999998 22,2809807727719 
510,199999999998 20,6773309142694 
510,399999999998 21,1778509617846 
510,599999999998 22,0074928420876 
510,799999999998 22,3994958036228 
510,999999999998 21,3090202590404 
511,199999999998 20,110616636829 
511,399999999998 21,0519358775927 
511,599999999998 21,9077468668448 
511,799999999998 22,7285655449468 
511,999999999998 21,5260411403624 
512,199999999998 20,3110961675969 
512,399999999998 20,9092848006369 
512,599999999998 22,086100536358 
512,799999999998 22,8525509061181 
512,999999999998 21,9241025591307 
513,199999999998 19,5523717646853 
513,399999999998 20,4103363945435 
513,599999999999 21,6939622009963 
513,799999999999 22,5363673974356 
513,999999999999 22,4574707089593 
514,199999999999 20,8753192661404 
514,399999999999 19,6322782477997 
514,599999999999 20,8467496806737 
514,799999999999 21,5205622410229 
514,999999999999 22,9385109442289 
515,199999999999 23,3104001389715 
515,399999999999 20,8095232577819 
515,599999999999 19,6757390706682 
515,799999999999 20,6821780342585 
515,999999999999 21,5780367722996 
516,199999999999 22,4266391517682 
516,399999999999 22,939373060524 
516,599999999999 21,5709242054622 
516,799999999999 18,8666249214546 
516,999999999999 20,0741707567672 
517,199999999999 21,2678186797644 
517,399999999999 22,6122143227664 
517,599999999999 23,3452648524671 
517,8 22,4466531931976 
518 19,70328973154 
518,2 18,8323315284914 
518,4 20,3209770168622 
518,6 21,6994321087238 
518,8 22,8848154000351 
519 23,7709868758562 
519,2 21,7051647793052 
