Wavelength Trans 
nm % 
480 45,3477747901507 
480,2 45,2541463094539 
480,4 45,148345458921 
480,6 45,0762540325309 
480,8 45,0242685154768 
481 44,8775553532125 
481,2 44,7773149041536 
481,4 44,7009250187111 
481,6 44,5951466822318 
481,8 44,5067958849104 
482 44,4129218970328 
482,2 44,3126064697281 
482,4 44,236150851817 
482,6 44,1358061220899 
482,8 44,0508822391549 
483 43,9185514530473 
483,2 43,8188462955169 
483,4 43,7041413176124 
483,6 43,6276021078646 
483,8 43,5126354060693 
484 43,4648997453301 
484,2 43,3416880315503 
484,4 43,258780068737 
484,6 43,1875773323371 
484,8 43,0849382006115 
485 42,9528742154087 
485,2 42,866818147033 
485,4 42,7782086621627 
485,6 42,6665998192925 
485,8 42,5923297736264 
486 42,5209214889148 
486,2 42,4293840191939 
486,4 42,3349585579959 
486,6 42,2405170700837 
486,8 42,120191054182 
487 42,0571874168121 
487,2 41,9305575082624 
487,4 41,8221983555261 
487,6 41,7704114628532 
487,8 41,6674285220563 
488 41,5842734441667 
488,2 41,5045009578422 
488,4 41,4436398318877 
488,6 41,2979679368008 
488,8 41,2287389745492 
488,999999999999 41,0968956391171 
489,199999999999 41,0046947554497 
489,399999999999 40,9162640574945 
489,599999999999 40,8559379908099 
489,799999999999 40,7726857890525 
489,999999999999 40,6694375659162 
490,199999999999 40,5606458443546 
490,399999999999 40,4753278220193 
490,599999999999 40,4176325513404 
490,799999999999 40,3143209214672 
490,999999999999 40,2053328458354 
491,199999999999 40,1107164634453 
491,399999999999 40,0242301629698 
491,599999999999 39,9214862619002 
491,799999999999 39,8349700469998 
491,999999999999 39,7444084229584 
492,199999999999 39,6917422991564 
492,399999999999 39,5736658556639 
492,599999999999 39,4722268478564 
492,799999999999 39,4334141547145 
492,999999999999 39,3189159873431 
493,199999999999 39,2264978125711 
493,399999999999 39,1290876377404 
493,599999999999 39,0525319431942 
493,799999999999 39,0002934265872 
493,999999999999 38,9165632727057 
494,199999999999 38,8128669283086 
494,399999999999 38,7069625010223 
494,599999999999 38,6209962059757 
494,799999999999 38,5340920519693 
494,999999999999 38,4374099315628 
495,199999999999 38,3731805631786 
495,399999999999 38,2840424684969 
495,599999999999 38,2012369741748 
495,799999999999 38,1319777588133 
495,999999999999 38,0575136320564 
496,199999999999 37,991405525119 
496,399999999999 37,9189370293779 
496,599999999999 37,8265420983399 
496,799999999999 37,7384624525568 
496,999999999999 37,6678198532406 
497,199999999999 37,5679892897139 
497,399999999999 37,5050415807678 
497,599999999999 37,4471648423421 
497,799999999999 37,3712594269066 
497,999999999999 37,2865639122626 
498,199999999999 37,2337373589734 
498,399999999999 37,1365367167745 
498,599999999999 37,0249959464546 
498,799999999999 36,9855380964279 
498,999999999999 36,9155394540802 
499,199999999999 36,869059221234 
499,399999999999 36,7664152807236 
499,599999999999 36,6917821748501 
499,799999999999 36,6251663630174 
499,999999999999 36,5484437465701 
500,199999999999 36,4633875555528 
500,399999999999 36,4064723867779 
500,599999999999 36,3263664721209 
500,799999999999 36,2743494650124 
500,999999999999 36,223905874273 
501,199999999999 36,1467116078515 
501,399999999999 36,0585272092153 
501,599999999999 36,0031805470144 
501,799999999999 35,9545359541145 
501,999999999999 35,8988262586775 
502,199999999999 35,8090968516667 
502,399999999999 35,766791622118 
502,599999999999 35,6998346117326 
502,799999999999 35,6295123401945 
502,999999999999 35,5643418737055 
503,199999999999 35,5251344710991 
503,399999999999 35,4663019595615 
503,599999999999 35,4061306832551 
503,799999999999 35,3622727721672 
503,999999999999 35,3218240921931 
504,199999999999 35,2758696816871 
504,399999999999 35,2006745611434 
504,599999999999 35,1268001456204 
504,799999999999 35,05025314322 
504,999999999999 35,009721006163 
505,199999999999 34,9633837829884 
505,399999999999 34,8986235384034 
505,599999999999 34,8697614442929 
505,799999999999 34,8316272308329 
505,999999999999 34,7564177116402 
506,199999999999 34,6927832946356 
506,399999999998 34,6581066753915 
506,599999999998 34,6303744942553 
506,799999999998 34,526161334684 
506,999999999998 34,4844985620752 
507,199999999998 34,4717267290033 
507,399999999998 34,4261836735751 
507,599999999998 34,3454574937113 
507,799999999998 34,3236645308915 
507,999999999998 34,3189669620624 
508,199999999998 34,2663283462581 
508,399999999998 34,1729894353874 
508,599999999998 34,1557002647193 
508,799999999998 34,1428988469411 
508,999999999998 34,1040199961457 
509,199999999998 34,0216019499607 
509,399999999998 33,9635307230267 
509,599999999998 33,9666894513078 
509,799999999998 33,9494049428615 
509,999999999998 33,9113048677876 
510,199999999998 33,8307405842091 
510,399999999998 33,8125853487732 
510,599999999998 33,8192571862637 
510,799999999998 33,7809790285808 
510,999999999998 33,7076920636071 
511,199999999998 33,694687279732 
511,399999999998 33,6846990233086 
511,599999999998 33,6839357610172 
511,799999999998 33,6623377435289 
511,999999999998 33,6572780784493 
512,199999999998 33,6472846395691 
512,399999999998 33,6574906510699 
512,599999999998 33,645114495817 
512,799999999998 33,6045278365736 
512,999999999998 33,5681141344927 
513,199999999998 33,5462084037866 
513,399999999998 33,5568170415255 
513,599999999999 33,5507032787644 
513,799999999999 33,5464451415455 
513,999999999999 33,4975821887907 
514,199999999999 33,5216683782632 
514,399999999999 33,5982679650661 
514,599999999999 33,6204878912128 
514,799999999999 33,6261959354726 
514,999999999999 33,636873204661 
515,199999999999 33,60775207245 
515,399999999999 33,5986733005966 
515,599999999999 33,5887231620857 
515,799999999999 33,6182894568137 
515,999999999999 33,6132776407463 
516,199999999999 33,5917016446386 
516,399999999999 33,5831990041855 
516,599999999999 33,5039371756927 
516,799999999999 33,4667360252984 
516,999999999999 33,5039803193464 
517,199999999999 33,5216940216571 
517,399999999999 33,5356879646906 
517,599999999999 33,5301455761661 
517,8 33,4863339570932 
518 33,4027399923564 
518,2 33,420568650495 
518,4 33,4305319707941 
518,6 33,4600266980044 
518,8 33,4815856389558 
519 33,4371136383383 
519,2 33,2996020057043 
519,4 33,1858162348185 
519,6 33,2230170284772 
519,8 33,3029602631383 
520 33,4060654460046 
520,2 33,462629858187 
520,4 33,4294857405224 
520,6 33,2364224697219 
520,8 33,0226414201334 
521 32,9911716185416 
521,2 33,0868538571171 
521,4 33,276875725384 
521,6 33,3509284244213 
521,8 33,344858356231 
522 33,1941200300136 
522,200000000001 32,9371099647981 
522,400000000001 32,8638315061737 
522,600000000001 32,9963101592784 
522,800000000001 33,2271967888841 
523,000000000001 33,4396486221255 
523,200000000001 33,6107013124632 
523,400000000001 33,5551159547428 
523,600000000001 33,2326997483065 
